merchant_id,merchant_name,medium,purchase_date,category,status,description
$2a$04$2src0me3qssn9VYa/nsThOM2mR34xdQC0D1TlQsdvNW8/XokZ71D6,Thoughtworks,balance,05-03-2024,shopping,pending,Redhold
$2a$04$rosNT6wrwd3hHInDbfLhH.lnGN01dyjV10CY0hg/WBzcewdydJ29q,Trilith,balance,07-01-2024,entertainment,pending,Cardguard
$2a$04$i6LwfXXWC0lj4HS05FBr1.VG8hCeD1vSipctpFyNqBFcZ2w2s2EJa,Linkbridge,balance,29-03-2024,food,pending,Tempsoft
$2a$04$4LtYqNJkm4X5810eKbAct.oeonup77lVJK3ExgsMvSSKMQnleADai,Fanoodle,balance,02-09-2023,healthcare,pending,Tempsoft
$2a$04$v/PqbW4AMf.hQVDKOtR.wOAbTfg2zTS/7NMv/mLR4evIjydFnO17a,Lajo,balance,30-05-2023,food,pending,Gembucket
$2a$04$07cRa6.6Ocn5XlL4cM4L..L22/.caofWEXbCQDhOKOMsl8ObYkIa2,Flipbug,balance,30-03-2024,shopping,pending,Treeflex
$2a$04$vShwEw0T2UQT6KxgkpEVfe7ranZndAyJcEoZFVQEUHAqHSul5iy.u,Feedfire,balance,26-02-2024,food,pending,Veribet
$2a$04$AYAzLCKKefDJOrWUkG4ZK.Z/xIueIBjks/6UzU/rZn8w0Xgj/a.jS,Vidoo,balance,06-08-2023,healthcare,pending,Veribet
$2a$04$tzVK.PixNfD3l9Dee6Jk4.qJpq6zDiwVttDqMw28xtDMv2JlVE4O2,Thoughtmix,balance,20-11-2023,food,pending,Tampflex
$2a$04$efvF7j/hLSSnI9XJdh5Ov.KVjkC/p/VdSN25aYe3NO67tdV0b9KRC,Meedoo,balance,29-06-2023,entertainment,pending,Flexidy
$2a$04$egFR5p8Iv9rOkuqKr7fp7.qZxeVkD94xkybInBPYZmNPX8oKCFYyO,Rhynyx,balance,06-01-2024,entertainment,pending,Domainer
$2a$04$TYI2ea/FGx042rCA4QuV0OwxMDYyTqMzmld92kLwZyC/6Q2s9wlZK,Muxo,rewards,18-02-2024,entertainment,cancelled,Mat Lam Tam
$2a$04$zVcBhZS8BVejGZcVn98RLuPsdbRDPGRo0LmqhFM6/GvOD82RlywG6,Linkbridge,balance,13-03-2024,food,pending,Aerified
$2a$04$LzuwL0tU83ZDiVvb9F6ex.Nqn66MzgDAmAcaSUXLeHx/gx6fJqXpa,Meemm,balance,27-11-2023,food,pending,Latlux
$2a$04$taa3glh9uK7Wy4TR1Qqttu4dg3VanRsV6Bb7qc02fDRvNCYCJ1/Dm,Kwilith,balance,30-04-2023,healthcare,pending,Ronstring
$2a$04$UjNsf7C.vQEAccOOi9puo.QffMoTGgrlzHEm0Z9ULx8WNrKhfg9sK,Yodel,balance,26-06-2023,food,pending,Latlux
$2a$04$qlstD8NplMWtvlx3bY/WcefFCpyu6dJnEIlG15zkdGTLGcZdxl6ky,Thoughtblab,balance,08-11-2023,food,pending,Namfix
$2a$04$8bD3WHSWPwJdr2CCIZcCY.RsU29nMITjNDFCnoLJlbf9pzUaBg2Dq,Gevee,balance,16-02-2024,food,pending,Cardify
$2a$04$AAK0.YePSu9dgn4HQ1e0jOe/xNNAAzPuxu.J4M1GeirO9xTssnsFa,Flashset,balance,25-04-2023,shopping,pending,Toughjoyfax
$2a$04$y/SAjcOR84pBaTBjut12i.GCYAOsbrmB2n5x1O/2Iyui/9/A75ctq,Midel,rewards,05-07-2023,shopping,pending,Greenlam
$2a$04$oO9j1zvN0hDv0AXI3Sg3X.JU9M.h8fDcAhocXWQLcpjP9IJ0CD8vu,Mydeo,balance,18-04-2024,healthcare,pending,Cardguard
$2a$04$CtChCC/G6ZSwmogpyc.2Ie2oKCxAmFfcjJ0azUV40WgbI/PGyzUfO,Skivee,balance,29-09-2023,healthcare,pending,Bitwolf
$2a$04$wtEqE3EzY7B660E.ByRXmewGZZWDtBml2D5UOj2igX3//HHW7DmYO,Divavu,balance,21-04-2023,food,completed,Zathin
$2a$04$GyUdg/WNP7qHl6edp84iSuMfLvFSt62SNKLVevDkFCCVeiusUV6Lu,Plambee,balance,14-06-2023,food,pending,Latlux
$2a$04$t9LL3bGJewBNr.VacnPe1uVYsxGAQFGfFtPGM3vh9FLwrO/w0SRpO,Rooxo,balance,25-06-2023,food,pending,Keylex
$2a$04$WQ0VPxs72KTTe4yUQGuyZOCcU7M35urOzyO.B5xZZKsdfObIxhKn2,Vidoo,balance,27-11-2023,entertainment,pending,Alphazap
$2a$04$JnCbMsMnSHlA.zaVVQKDU.rmIIkDoTl2hIARYiRwQtkidY5S5eLAy,Mudo,balance,23-07-2023,entertainment,pending,Duobam
$2a$04$EXhO4zI4KXEx0CIM11RPi.Gim9kpUv0GTrVkCRHqe00ZHiAVzBie2,Roodel,balance,01-06-2023,food,pending,Latlux
$2a$04$JfNC8SFujfHet6CJ7YGCU.bEk.6CXWA2rNQ7Ig4XzQp/6pEKwUbUu,LiveZ,balance,26-12-2023,food,completed,Fixflex
$2a$04$YSHzFgucocgCBHGl7SF6qeHn2VBDTitCT4PY5utq3tmBgBXQUwj6y,Quire,balance,26-11-2023,food,pending,Trippledex
$2a$04$MM0AGaZ.UTdzp5WZMipKdevWkRN56FY6BGycs89lz8fkTlyo4SXu.,Twiyo,balance,21-02-2024,food,pending,Andalax
$2a$04$FsslRvFEICZuSMG2Faba2uK0YIDv.vd9dFtYYPAZJd6DS07FPp3bK,Thoughtmix,balance,16-11-2023,entertainment,pending,Asoka
$2a$04$mlREyOcWpZuT6in4r/vkn.82zm4oHETS7x8s7jVoukzBEEr8J3OaS,Centimia,balance,30-04-2023,entertainment,pending,Keylex
$2a$04$bwN2/PHczdPBLbH7/6Nlpe7FrT5Ggnytike1ioB.rFSbNU051MeLK,Fanoodle,balance,17-08-2023,food,pending,Domainer
$2a$04$hU1pM35XcklVNLngJTt1HeOXf6U/JSiQkmDT7jlps4QpE7fEXCkoG,Flipopia,balance,06-04-2024,healthcare,cancelled,Toughjoyfax
$2a$04$Ej5in2XMna5AJoIuF/6r1.qFQ2s2PdYgHln3d3pjxVRh2LoXCPsBu,Blogtags,balance,15-11-2023,food,pending,Opela
$2a$04$nfEf/CsXRmolydEjAz.aLODlD65NZXz9gXgpLAVS5dASrvxungCb.,Edgetag,rewards,12-07-2023,food,pending,Sub-Ex
$2a$04$KCdHk/F9I/G4rdZTQtDY4uvLbIcMPnrcZp3fC/ekbilswZRV8L1vC,Skivee,balance,24-06-2023,entertainment,completed,Voltsillam
$2a$04$T4cLblgjO7SJT5KEhdalLOB3Kpil2fJo6qfNXunOJmRuqyZvyjl1i,Leexo,rewards,19-06-2023,entertainment,pending,Lotlux
$2a$04$9YP18STPEqUSnEYVV0gkN.JTEb1mwT9WIP0ZWYj37AYeihoyazVX.,Skinder,balance,15-08-2023,entertainment,pending,Gembucket
$2a$04$yb/B1LLt7VjNKPLGQtZ4GeUq2KIpEpOg04ZSOjJEKxZmCCNtw2ruO,Realmix,balance,28-11-2023,food,pending,Solarbreeze
$2a$04$fCmVn.2VDwNEmPIVDF1vS.ZcSb3r/qAQbYGsAF5i1obtOWjC2qqv.,Snaptags,balance,26-06-2023,healthcare,pending,Y-Solowarm
$2a$04$Nyv.CLtyUyTTsOqEwM9myuvNaxADuREz4s7V9oDCvm1Mvdsg7QuLa,Devshare,balance,10-07-2023,food,pending,Job
$2a$04$WiS.OEufRIa6vOgBwBN/HODVMZPDAYMXIKZ0n3/PQ7UEn3Ih7tiPC,Zooveo,balance,02-08-2023,food,pending,Solarbreeze
$2a$04$3G1f6y.p8Gcf90teIPy5BOd0KvBfDHP/9SeBZHlvyrNJnXu4W6SVG,Agimba,balance,04-09-2023,food,pending,It
$2a$04$5Wcg8hIwsdDo4/7Aj28m0OyLf3a2osGvp5yVt0HlOg8SpksmnBJYO,Shuffletag,balance,01-08-2023,food,pending,Solarbreeze
$2a$04$j8WB2SP50MERqe/Lhorh.O5Uy/X5hLg14g8/yuj.n1/w5vDu8So6S,Flipopia,balance,04-08-2023,shopping,pending,Cookley
$2a$04$OEiP5k42sYLysQk6R6f5GOoJa0LP/MBktTq74ZdA0cph7haMFj1oC,Babbleset,rewards,09-11-2023,shopping,pending,Andalax
$2a$04$Ckk9X3UBiibX8GFO5CAQbuX9T2IXUCf2lF9BAmlFS00aAvPOWUjUC,Vimbo,rewards,11-04-2024,food,pending,Viva
$2a$04$SIWWEt7qX9rbyE.KJA48kux6jmWexTbTSSpRCQS4pbnXplCwBt2iu,Skinder,balance,23-11-2023,food,pending,Tres-Zap
$2a$04$hU9fvn8YJ3L46uD.ybKl8uMbEggG7V6SLgH.nbod41NjGOhD/xhUm,Gigashots,balance,20-01-2024,entertainment,pending,Cookley
$2a$04$tYc9RO45bEit0a3pnLBF0e3uFENQ9Rx9w7kNTi90jpFJijNMSB.em,Oyondu,rewards,16-06-2023,food,pending,Trippledex
$2a$04$8PbS6CVEbo0vCChWO8sDZudmpsTV5pIjbqhXFcGVTBU1Lh.Uesdb6,Katz,balance,29-04-2023,food,pending,Hatity
$2a$04$Cx1tglKSwDGtWomaZxCUEONo32j0WbvbJkaW8F0PsWBFxkN2wecoG,Gabcube,balance,23-05-2023,entertainment,pending,Stringtough
$2a$04$y12Ek6zA0ykCBl0bbyVks./eKvPllC9x.MAkraSAqFlw7TZQu8TX6,Skimia,balance,29-11-2023,food,pending,Zamit
$2a$04$296H1DCnILCyREweWJFqLeeiUMCtEDAwsQtQ6gOgVfi0SF8UViw8C,Midel,balance,04-05-2023,entertainment,pending,Tin
$2a$04$c/QjrEdlIePWy6VhEEd2FeUjXG/Gb33GLz2Qfdd5pQHGHGmzoyOSm,Reallinks,balance,19-11-2023,food,pending,Cookley
$2a$04$hqpc8uMN1cnafJXcyZtDcOxeUPnS3t0eLvOWg4V5zoI1UebMDVXl.,Tazz,balance,07-06-2023,food,cancelled,Gembucket
$2a$04$Z8wx5vuDzztHcGI/UdfO2.etScrSGB/G8EaBZW2Xr.EU/Bt4J9rHC,Camido,balance,05-10-2023,shopping,completed,Fixflex
$2a$04$VMTWfvynWDTsxSL2dn8eRuSzW6Djx/.ahkoFjkUa1Vs3/UER1VNcW,Dynabox,balance,27-03-2024,shopping,pending,It
$2a$04$V2/U4r9UZN1ujqigDA1U2.DQvVOkJqCpmdXUauxWF9Gs3rI5SUWuW,BlogXS,balance,29-06-2023,food,pending,Tresom
$2a$04$/byPpEsG6051GjboEKL/k.i1.jzzZoa9D63kF4eT47vhB86Uh.AL6,Voomm,balance,05-11-2023,food,pending,Asoka
$2a$04$xaF92ztaf6TzPcNftvpwjebvfIJAoxq6UQFSVBiaIENezMfmhJ19y,Youtags,balance,04-12-2023,entertainment,cancelled,Treeflex
$2a$04$f129R9OziROh0GyeRsSicunFFO4Ny/hFAJCTe5g0rcO8NGtFmq1qC,Quinu,balance,30-12-2023,food,pending,Sonsing
$2a$04$Y3mzlVjQfEXn3tVHvqk8dOh9bo5M5GrohCOQLcDfwpp3zWYgW.C7W,Katz,balance,09-03-2024,food,pending,Veribet
$2a$04$sOZCoR7RZfzzkclvrTTMCubbx6rA/o8Eg9BoS1CefWzREtFA5iILC,Trudoo,balance,20-08-2023,entertainment,pending,Bitwolf
$2a$04$85oxMFdp.Uce9vtxzLze0eFQRUx6Hnr3qY5R.YX3FlcRd6rwQh.ce,Bubblemix,rewards,16-11-2023,food,pending,Lotstring
$2a$04$FlbG.zmwKV5fIpm/fsySH.hQIe./XueyHLwBvpAG2SSJmCl1LLQ1W,Camido,balance,25-10-2023,shopping,cancelled,Hatity
$2a$04$.KkohTWNFWSj5DaW3sGg8.cKcGr6VT3YEAIyyyI6vedpc/RN9iimK,Geba,balance,02-11-2023,food,pending,Tres-Zap
$2a$04$hikLy0PhbkJ5uPU97jwQB.knhz9sp5k0X1rnrzI0IVq9URQl8/D4y,Divape,balance,24-08-2023,entertainment,pending,Sonsing
$2a$04$xob5HuH85XwHxD6H0iI.3u0uejiEGsy2ngGCX6Es7gFK742B8Iicu,Blognation,balance,26-07-2023,food,pending,Sonair
$2a$04$Lm9ExiCp8owxUdg4k4D8cupxJKnK6tvNSirD3lNOunqazpUYAN4N.,Kwilith,balance,28-05-2023,entertainment,pending,Asoka
$2a$04$gl7QdfGnK51ILoUVf2/2KO3IozrVBf8/e5znn3Bdkli2hQIfanE4C,Browseblab,balance,08-04-2024,food,pending,Span
$2a$04$Vjrr6nBHxNgQup7eRIM/4.EF9abQw2UVuxiLpTbyENZ8AI5/UOb2a,Kanoodle,balance,20-06-2023,food,pending,Home Ing
$2a$04$gQS5KXiUZXiB3Wqg4u2xy.c0i9zCW7tV6WfSzHHFRbkC9r6qmXjFW,Eire,balance,09-12-2023,food,pending,Flowdesk
$2a$04$8VMvvZNa7GiaiGPMPTjfnu0/RH3zv1W.pTy4/5Mcn4zdv4QFIxQua,Livepath,balance,20-09-2023,shopping,pending,Overhold
$2a$04$sJ4hivvu1if6SxgEggdqo.2gRRSCk1V50IHVwANhpVwxaJESEqTzS,Edgeclub,rewards,07-04-2024,shopping,pending,Alphazap
$2a$04$bzay3JEOoEincLt62IwXAu3iox7oOvasGJM4dXnDQwnniayTZbkLm,Shuffledrive,balance,19-03-2024,entertainment,pending,Keylex
$2a$04$ECStYxqyNd1IWAMAQdPaFOCy8goLnS4d9XMeVErB9wfidjrACtwkO,Meeveo,balance,06-11-2023,healthcare,pending,Vagram
$2a$04$dEXo1GE1kbPcnW6jedxqfOWR8zXxxMyMtFmo9GXGSFJzOXVfUXlAa,Babbleopia,balance,15-12-2023,healthcare,cancelled,Voyatouch
$2a$04$wYyGzNsqavB7vkyI0.Y4yuTB1i0TPB2zDg0w3iWzBHqdep/G9y1dK,Tagcat,balance,26-09-2023,healthcare,pending,Cardify
$2a$04$GO1s2ViVU0Qvo/aECGlbHuEArq3yMMQkGV3QHmaoQwco2EMpMsVWa,Zooveo,balance,17-11-2023,entertainment,cancelled,Lotlux
$2a$04$6up8skzTJGxqSjTqP2B1Y.PnpObjMDs/1VC2KTGstY2zJH5zNNsF2,Browsedrive,balance,10-08-2023,entertainment,pending,Zaam-Dox
$2a$04$AmfcpB.CcDEHbKgPGtDiye1CF2JnUOFofhiQf4P5qWFovrw1/FJca,Fatz,balance,17-03-2024,entertainment,pending,Bigtax
$2a$04$CvMQ7RMCaU2ILFWvfpd6xerZqz7BCHiagjfbFSwca0BGJEqghS9X2,Meezzy,balance,06-06-2023,entertainment,cancelled,Wrapsafe
$2a$04$1vV/VhhDycS6iUF1h5YJHOm0bOu7SdZu/P9IbeN2piq6girHX9oXe,Linklinks,balance,21-02-2024,food,pending,Home Ing
$2a$04$Ajt7JzymoDRaOI/ztPbz2elJcx58IoVrBDnBp5Wj9bl6CrE0hGGem,Edgeblab,balance,17-05-2023,food,pending,Aerified
$2a$04$adnXD0ztvjilHVgT0LIAx.49g2mnHv8PRw0hFvMYCaq4yEWWqKjfW,Avavee,balance,23-04-2023,food,pending,Zoolab
$2a$04$uF/jlvPCW5fevviOa4kaQekBvHwiTpOBjz.TeYrMAjIhM/o7hnu0e,Devbug,balance,20-12-2023,food,pending,Temp
$2a$04$NjWg/iJybGIpZU5ekP9rSeg3IS9BdGDbA05lwHhsiRsvpBye29lvO,Quatz,balance,31-07-2023,food,cancelled,Fintone
$2a$04$tJ/H9M2eBY1aqSWUC5MVke2HPUcbysEVNvJkbJwJVR3APgfTX1l4S,Babblestorm,balance,01-07-2023,food,cancelled,Bitchip
$2a$04$sF1KAG9rvs1FeRWE01WwaOxiZU9OcAHrXmEUr.OmDMMOglbZRtGDC,Babbleopia,balance,11-02-2024,entertainment,pending,Pannier
$2a$04$cgMEiOyGW9oJz/4ZQmb0VeJ8x0.yRNhcGdfWHc1PlilZbQrFzg4Y.,Thoughtmix,balance,14-02-2024,food,pending,Viva
$2a$04$8UP/4zS8QH5UVATqQz4Y6uAEC9LXiFZnoLFKNIKlEBeC0ncN1QOxi,Podcat,balance,20-11-2023,entertainment,pending,Stim
$2a$04$R2bOVfD.e0MEfQk/YoJYvOxLGxDXD3brPQdwZ2cGUNhJ.m/mKiAii,Kayveo,balance,26-05-2023,food,pending,Treeflex
$2a$04$m6ZXvsZ4w2DjMWI5LrywluP008ITgjzs/wrg85kfFTUKpw2jpkbZe,Devshare,balance,31-05-2023,food,pending,Flowdesk
$2a$04$WDzXhDeR.yIAD8uNk5bgHObj5HqJua14z6Xxob2zqz0vbQ71LITPK,Zoozzy,balance,26-09-2023,shopping,pending,Sonair
$2a$04$ftG2WgAbgUOgehLtca9uauNJ.Q1hIPB7ZSDInbiK6cR.5mhdlNTuS,Kaymbo,rewards,09-04-2024,healthcare,pending,Bamity
$2a$04$2DErGgdqQfLH5Eaa.gBqGeTZrk31SKdJ8ekEeNm6WUUcFCmpFwArO,Jatri,balance,14-02-2024,shopping,pending,Cookley
$2a$04$tQK6DXhUOOsQSdgIOVHoh.PabzWDNzrkke4G2ZBWYW.hXDDXGLSRi,Chatterbridge,balance,02-09-2023,food,pending,Zaam-Dox
$2a$04$NDn5aUGDMLsOhmcC9kLzROGEAt0Gu58sgibSIHdmeUTzsZ7vwyWDy,Tanoodle,balance,06-09-2023,food,pending,Keylex
$2a$04$L1nPo.ddyYHXO973joGNbew3ysh4T.umoQ.CYhkbt1eYNNWt5mv.6,Quinu,balance,10-01-2024,food,pending,Rank
$2a$04$n/TBLzOeIsheONBhnqMnculdQmgtim7zh/N/Aq/JOkV/wGYwuj2Ny,Devpulse,balance,25-01-2024,entertainment,pending,Rank
$2a$04$5MPTe4VgFyDSdne1T3/oTONyk9TVdLusQ51b1CnjOotSyGfoUt5/.,Eimbee,balance,04-11-2023,food,pending,Vagram
$2a$04$cr/liE5J0QuOkd2P3DE/ieFVOPrlKAkuexhZddMJoEyEP8nSWfRHO,Skilith,balance,31-07-2023,entertainment,pending,Sonsing
$2a$04$m6w7l6WegAHdwv2kCSbnQeZAAGWuN7mc/LukUl6DkkCTbVL8aXLmq,Yotz,balance,06-02-2024,food,pending,Vagram
$2a$04$u5RfJhbQ5sgh7ovSuiI21u59KHnV6Gp3teR30pnUs8fYNmr0qL30e,Ailane,balance,14-11-2023,food,pending,Cardguard
$2a$04$x3QrfQ.UU8GMobqn72wjm.i52ogN3QiJo5Pp5pIv3xMBsCVun28uW,Browsetype,balance,29-05-2023,healthcare,pending,Wrapsafe
$2a$04$wh3OsBK8SP0ePOQk5U9bkOVb8USsEvlCfoS/zL8z/zDyNyHINRCTe,Oozz,balance,29-08-2023,healthcare,pending,Job
$2a$04$sgWt7WmTWdok1h2WnNLVpuQ2xEBxWPkExdn3mxy8yQbp6hiUhtdF2,Mybuzz,balance,23-07-2023,entertainment,pending,Zathin
$2a$04$trbwDMD/twUvUzNC7fIJLueGyQ90KiwIA7Sc2Nr4Zo/IHonORBsNm,Browsebug,balance,23-02-2024,food,pending,Matsoft
$2a$04$kKlqtDYItEyUZedZ1o4hgerISCt9PaG9DJEzRFgHOHQIxY4y3mAXa,Photospace,balance,04-07-2023,food,pending,Treeflex
$2a$04$pP.CO6LUer7Tv/J6wkZ1m.dRLYPajxh38KjagTeEtQeLlNlAZicG2,Twitterworks,balance,28-01-2024,entertainment,cancelled,Transcof
$2a$04$Zxe2lgyFQcCy6kTmQo0UqO7fWtcsyMCjhsuKZfCK1X6zV/h3Ffe/S,Roodel,balance,14-09-2023,healthcare,pending,Duobam
$2a$04$nhhfiHiGGs/Fo4MbAxD.zey9jeai/mrB3bQfJ7lHiEMERUc.Il7rG,Skippad,balance,26-01-2024,entertainment,pending,Matsoft
$2a$04$ww0SoNugINh3luP/60zfrOklodMTvCAEWzfkVjsFuk7/5dLjJhX8.,Aivee,balance,24-11-2023,healthcare,pending,Lotstring
$2a$04$PSMoaU12j04PcSrqmFO4t.4vmUl1V8a.PNoq/CmIZXHH3zEdAxmO.,Browsetype,balance,23-11-2023,entertainment,pending,Bytecard
$2a$04$IFoyF3JXsYgSIwZGCV1ib.cBbb4r0uJMNs9RvfLfIoKr0LDL4HVaW,Kwinu,balance,03-10-2023,food,pending,Y-Solowarm
$2a$04$AXMbd9jkxvPJ.xhkAmXDRObzCrzTVmprRAf93hyT2mEjaKP6wC5mS,Midel,balance,25-11-2023,food,pending,Span
$2a$04$0WWtE/Kkj.dB7jxort4MCO9xmMMfWrVjMoCbG.w2X/9ifs4/0v4rS,Centizu,balance,04-03-2024,healthcare,pending,Y-Solowarm
$2a$04$fNoV/g8/z.WcUgtV3jelcOjFF8eTlP3av/tGdqdfcB1kJweXJATcq,JumpXS,balance,30-12-2023,food,pending,Job
$2a$04$2Fkei9FvlgoX1kyZE2/bRerlBEy2MFKFshJB1LO0ElOeodVTzpCTi,Zoomcast,balance,17-09-2023,entertainment,cancelled,Tresom
$2a$04$Ha9ICttkkuCYgNg34p.ne.MdWvteeDekm17b1iLWLHucXNXjip0MG,Dynabox,balance,23-07-2023,food,pending,Y-find
$2a$04$/sUukXHqvjrGrV1nZAKltuR530Sy09DJxQwftPBuy9JhEyOihfNIS,Riffpedia,balance,11-06-2023,entertainment,pending,Tresom
$2a$04$ze4uMrE/S32XDdfSNb9Zj.CrAvOmPwEjkHg7B.PBOZh3KAnBb70nm,Edgepulse,balance,07-09-2023,food,pending,Stim
$2a$04$yXw/8WC894mNXCWLVy91BOyHmFTzTnztxZYVaIyi8rADTLpplN6sa,Centizu,balance,31-10-2023,entertainment,pending,Flexidy
$2a$04$CszwnUjbV3JLR6pJaxOiPOzeVJVgoMbLaMKuGaSuFBtSo5VZeMJvG,Yamia,balance,12-01-2024,shopping,pending,Ventosanzap
$2a$04$1Ne1SJqB2.vb5J8QugtIcOgAbChKtHGSiC7BWAeGVkP4yL9Z4fvaq,Dabtype,balance,30-11-2023,shopping,pending,Lotstring
$2a$04$lECrzLauDFGitTl79GbvP.wJTaVVdF5DaIxzcSl.v8YraofDGyJfm,Vinder,balance,15-07-2023,shopping,pending,Gembucket
$2a$04$EwmUZC0AwO0I/rKP03.H1OZjbMz.afAANOIHLqAoUE0uKCEn1RKkO,Zooveo,balance,12-04-2024,food,pending,Fix San
$2a$04$PVrmjZPmc1SoZmtjc4d7J.SwBwNR5zBMqMPK5d2msoJX/6JanJkHC,Omba,balance,01-05-2023,food,pending,Kanlam
$2a$04$iKR0wy2X3eOnVXJI/mETO.ABq.uPCtqtP0BDR1X9BzCog3fjPiLZK,Skyndu,balance,27-09-2023,entertainment,pending,Vagram
$2a$04$k1x/nl9/pc/lNSU5wnWLvOrC7yqtVrl3JXRZO2xtn7xh7aofMfpDC,Jatri,balance,05-08-2023,entertainment,completed,Tresom
$2a$04$ZAFfSqg9P/4I40NY7wLrteXGbUZJmjaWttmesLa1ZJ6yUfTDZmFD.,Eamia,balance,22-04-2023,entertainment,pending,Trippledex
$2a$04$yTQBAVOnTkP3Q9rIfOsoLewARc08L7sznBS0CBIAJN9V6Dq8uByVK,Feedfire,balance,06-11-2023,food,pending,Wrapsafe
$2a$04$xDkqh.FwLY5U6D2Q4geXnuS15bIf8.y2K2Uzw6oEkun47W9/HqjUO,Fiveclub,balance,25-12-2023,food,pending,Biodex
$2a$04$vYAR0KH/TN.PWvCK3CRVi.fDu4hXR5/cTLW2HWhNj4Hrq2W.Fs8sO,Twitterworks,balance,11-11-2023,entertainment,pending,Viva
$2a$04$LGgyL6CLhechxjenemLxiO25AmZPR5GPKGXyVC/cVLmdTnAcv8p4m,Flashpoint,balance,31-12-2023,food,pending,Toughjoyfax
$2a$04$oAMGoOet542drFtHE2x5TeyuK/k9yq8RX60uhhBqAN.amAJL55pii,Zazio,balance,06-05-2023,entertainment,pending,Voyatouch
$2a$04$8/kOzt69eFMTtsqt.w/w5ugBTjtB1ArPSia/gs9EGr7uMw7ijpv1G,Twimm,balance,12-12-2023,food,pending,Y-find
$2a$04$ITJ1LRzoeI/33wf27tH.LO./dZWS9hS1lUkgq61mFd0MwIcxbm66a,Vinder,balance,23-05-2023,food,pending,Subin
$2a$04$n4Npm6OMLrdqiqJn/Pb31O0MH.0FY04jBJ7qHHJ9A3FBNvhaomiZ.,Avaveo,balance,24-11-2023,shopping,pending,Lotstring
$2a$04$SQWDgK6VCI4TErjO9lFsvOjsx9PKn5J7LMw5v1B1dIVEIS.JIPuWy,Lazzy,balance,22-03-2024,entertainment,completed,Voyatouch
$2a$04$31Fk3XmeyRzqw5qy2BKVheZA/LmTW23GbdaeedWBtViNKwKKRYUEW,Roomm,balance,04-06-2023,shopping,pending,Ronstring
$2a$04$9RswW3CAi3ujowAop8/Wj.mcxeuFhclFH/X/GTRqg7tOT17t5zvDu,Leexo,balance,05-04-2024,food,pending,Cookley
$2a$04$esN6tayiLsNvvdSScixpDuQnyRceUhNhUAxD0RbO./gLJEnnKs/3S,Skibox,balance,14-02-2024,food,pending,Job
$2a$04$igJuaHrV8xVtyaNyIJ/1AuZpmBwR841dApDnOQSTzXgHkRE7/Savy,Pixonyx,balance,08-04-2024,entertainment,pending,Fixflex
$2a$04$ojGZqzyHLJ3o1cf.gLjO9e8xWf2pRcywTQgMTAfJeZc/jYb2m/tXe,Meejo,balance,05-07-2023,food,pending,Andalax
$2a$04$VKTjm1Jf.lIR78f698j/o.EGGOpa1PA1id6NhxTbH5EhTu0L01.UG,Oyoba,balance,05-03-2024,food,pending,Zathin
$2a$04$sdu/E2q/NEEzM/hg.A26nu9UqF.BqlcPsJ1bzosyOg2fb4NI5alwC,Devbug,balance,18-04-2024,shopping,pending,Tin
$2a$04$vN/4LotdF3BxdZc1gKhXW./A13xK0XEKuSc17anJGK31/Fp3d/Whm,Flashpoint,balance,09-02-2024,food,pending,Flexidy
$2a$04$wPTJEDeROkQqxW.1iEO6RubM.3hAAtoSY0ohM2DwXQhQ1j858xvMK,Myworks,balance,30-10-2023,food,pending,Fintone
$2a$04$TvObmtgwkOB9zH/S2c2mBu3HnIWtx2EABYDd7osym.o5uWcuxnnXC,Rhyloo,balance,22-03-2024,entertainment,pending,Wrapsafe
$2a$04$if.OYcTD9F/phG0zYscsFeLQNPQYjBWLwEBBeIvBspSYT0Ya6Pg2q,Zazio,balance,30-04-2023,entertainment,pending,Kanlam
$2a$04$JACpj.Usz.K04Cr0IW7fcucv5M0S9yWVqJM04.lwXe2XGN9hVGPWu,Shuffletag,balance,14-11-2023,food,cancelled,Quo Lux
$2a$04$1yIZSiYaHAnUkfAsX.9kF./2u12X2UiY7ivo.u7N2oltGML1IhkUW,Bubblebox,balance,23-07-2023,food,pending,Regrant
$2a$04$sCir0Cp87gBF2AmCgcnM0O9LTnjQD/.51Ag4A7HuDEnM4wd04EH6K,Yadel,balance,25-06-2023,food,pending,Opela
$2a$04$RAGMFLL149LfO09CrWnNjOrRwLg9HULat6L2eqlQgDBXEGdS330oG,Buzzshare,balance,22-07-2023,food,pending,Toughjoyfax
$2a$04$Kiu1aMTu/QJfPlguYUQAJuPrt4d0inR7xY1dkJqcZ8lhQH9DvKnQG,Chatterpoint,balance,23-11-2023,food,pending,Opela
$2a$04$UxBNGd5bwWKvyMRsGsosgOUVcXamoPY4Z8RPWkkO.GRkkAM414GfG,Quire,balance,31-12-2023,food,pending,Tres-Zap
$2a$04$.ClMdlVvphwwXhRe./wi1uWHUDa23XoS2epvaqQ3yG7uxE1WjxYO6,Oyoyo,balance,18-10-2023,entertainment,completed,Rank
$2a$04$KETy17O0.Xb2qL2DJtY1k.0ASKUtdvGDwK.UiAss4qgTfKOqGqiy.,Tagchat,balance,28-08-2023,food,pending,Ronstring
$2a$04$lMvHA52dgh4DgiVF8YoGJuFqizl6N/tiwV/Ylzwt4F8dxonw8AkTi,Feedfire,balance,07-04-2024,healthcare,cancelled,Biodex
